Student_ID,Gender,Age,Degree,CGPA,10th_Percentage,12th_Percentage,Backlogs,Technical_Skills,Communication_Skills,Aptitude_Score,Coding_Score,Internship,Internship_Months,Certifications,Projects,Attendance,Placement_Training,Preferred_Domain,Placement_Status,Company_Type,Package_LPA
STU0347,Male,21,B.Tech CSE,8.57,70.3,79.6,0,7.6,7.5,76,57,Yes,3,0,1,97.4,No,Software Development,Not Placed,None,0.0
STU0348,Female,21,B.Sc Computer Science,6.53,79.3,88.0,0,9.1,8.3,58,70,No,0,2,3,84.9,Yes,Cyber Security,Not Placed,None,0.0
STU0349,Female,24,B.Tech IT,8.18,85.3,75.4,0,7.2,6.7,86,69,Yes,3,1,2,81.7,Yes,Software Development,Placed,Startup,3.48
STU0350,Male,20,B.Sc Networking,8.78,73.8,68.8,0,5.5,5.9,54,64,No,0,2,4,80.8,Yes,Cloud Computing,Placed,Consulting,4.59
STU0351,Male,22,B.Tech IT,7.98,86.7,63.1,0,8.5,6.2,66,58,No,0,1,3,71.9,Yes,Data Analytics,Not Placed,None,0.0
STU0352,Male,22,B.Sc Data Science,8.58,90.5,58.1,1,8.1,7.1,60,72,No,0,2,3,73.6,No,AI/ML,Not Placed,None,0.0
STU0353,Male,21,B.Tech IT,9.36,66.8,81.3,1,5.4,5.5,54,49,No,0,5,3,94.3,Yes,Software Development,Not Placed,None,0.0
STU0354,Female,22,B.Tech CSE,8.52,67.6,80.4,0,7.6,6.3,78,44,Yes,1,0,1,80.2,Yes,Software Development,Not Placed,None,0.0
STU0355,Female,21,B.Tech CSE,7.86,74.6,80.4,0,8.6,6.3,75,86,Yes,3,1,5,84.2,No,Cloud Computing,Placed,Product Company,4.84
STU0356,Male,22,B.Sc Networking,8.54,79.1,72.6,0,8.9,10.0,85,77,Yes,4,1,3,67.6,Yes,Networking,Placed,IT Services,4.76
STU0357,Female,23,B.Sc Data Science,7.77,70.8,89.5,2,6.9,2.9,43,66,Yes,1,1,5,73.5,No,Networking,Not Placed,None,0.0
STU0358,Male,21,B.Sc Networking,7.67,89.5,68.7,0,6.4,6.8,83,93,No,0,1,3,88.9,Yes,Software Development,Not Placed,None,0.0
STU0359,Male,21,B.Tech IT,7.35,80.2,84.5,1,9.0,9.7,100,60,No,0,3,4,87.0,Yes,AI/ML,Placed,Product Company,5.37
STU0360,Male,22,B.Sc Networking,8.98,76.4,73.6,0,5.1,7.3,62,87,Yes,4,4,1,98.0,Yes,Software Development,Placed,Startup,3.51
STU0361,Female,23,B.Sc Networking,6.95,61.6,67.3,2,7.7,8.2,95,68,Yes,3,1,3,94.7,Yes,Networking,Not Placed,None,0.0
STU0362,Male,21,B.Sc Computer Science,8.95,62.8,80.5,0,4.8,7.2,64,48,Yes,3,2,4,82.2,Yes,Networking,Not Placed,None,0.0
STU0363,Female,22,BCA,8.07,78.8,78.5,1,8.7,6.1,49,96,Yes,3,2,4,87.8,Yes,Software Development,Not Placed,None,0.0
STU0364,Male,22,B.Sc Computer Science,6.46,54.7,77.9,0,6.6,3.7,64,82,Yes,4,2,4,81.5,Yes,Data Analytics,Placed,Startup,4.11
STU0365,Male,22,B.Tech IT,7.96,86.1,74.9,0,9.0,7.4,83,63,Yes,4,1,2,100.0,Yes,Software Development,Placed,Consulting,3.01
STU0366,Female,21,B.Sc Networking,5.86,74.4,73.6,0,7.8,5.9,56,77,No,0,0,5,93.2,Yes,Software Development,Not Placed,None,0.0
STU0367,Male,22,B.Sc Networking,8.18,98.0,98.0,1,5.0,5.9,60,58,Yes,4,2,5,85.4,No,Software Development,Placed,IT Services,4.08
STU0368,Male,23,B.Tech IT,8.4,98.0,87.0,0,9.3,6.4,76,79,No,0,1,1,85.6,Yes,Networking,Placed,Startup,4.36
STU0369,Female,21,B.Sc Computer Science,7.15,74.2,82.0,2,9.5,9.7,68,24,No,0,3,5,95.6,Yes,Cloud Computing,Not Placed,None,0.0
STU0370,Female,21,B.Tech CSE,7.76,74.9,75.2,1,8.4,10.0,76,48,No,0,3,2,88.6,Yes,Cloud Computing,Not Placed,None,0.0
STU0371,Female,23,B.Tech IT,9.31,86.0,85.1,0,5.8,7.4,71,82,Yes,6,0,3,96.5,Yes,Networking,Placed,IT Services,5.71
STU0372,Female,21,B.Tech CSE,7.22,93.0,79.7,1,6.5,6.4,75,61,No,0,0,2,66.5,Yes,Cloud Computing,Not Placed,None,0.0
STU0373,Female,22,B.Tech CSE,6.75,59.6,74.3,0,7.2,5.3,62,69,No,0,4,5,87.7,Yes,Software Development,Not Placed,None,0.0
STU0374,Male,21,B.Sc Computer Science,8.91,58.1,70.7,0,5.9,7.8,71,42,Yes,6,2,1,79.9,No,Cyber Security,Not Placed,None,0.0
STU0375,Female,21,B.Tech CSE,9.32,69.8,73.1,0,9.7,9.8,55,96,Yes,2,3,3,98.1,Yes,Data Analytics,Placed,FinTech,7.83
STU0376,Female,22,BCA,7.65,81.8,45.0,0,7.2,6.7,86,85,No,0,0,3,96.4,Yes,Data Analytics,Not Placed,None,0.0
STU0377,Male,21,BCA,8.51,81.0,76.3,1,2.7,3.5,59,62,Yes,2,2,2,84.3,Yes,Cyber Security,Placed,IT Services,4.27
STU0378,Female,21,B.Tech CSE,8.79,86.7,68.6,0,7.5,8.1,84,58,Yes,1,2,3,96.3,No,Networking,Placed,Product Company,5.84
STU0379,Male,21,B.Sc Computer Science,7.02,64.0,91.5,0,6.4,8.6,65,83,Yes,1,3,1,98.3,Yes,AI/ML,Not Placed,None,0.0
STU0380,Female,22,B.Tech CSE,7.24,52.8,74.2,0,6.9,4.7,71,99,No,0,0,4,84.6,Yes,Software Development,Placed,Product Company,5.66
STU0381,Female,21,B.Tech CSE,8.7,84.6,60.9,0,6.4,7.4,61,81,No,0,1,5,100.0,Yes,Software Development,Placed,IT Services,4.52
STU0382,Male,21,B.Tech CSE,9.08,67.7,73.5,0,8.3,7.8,54,100,Yes,3,1,4,83.7,Yes,Software Development,Placed,Product Company,7.56
STU0383,Male,23,B.Sc Data Science,8.13,55.8,62.5,1,8.8,7.0,44,49,Yes,3,3,4,82.3,Yes,Cloud Computing,Not Placed,None,0.0
STU0384,Male,21,B.Sc Computer Science,6.9,77.5,79.2,0,7.5,5.9,53,51,No,0,4,2,90.9,No,AI/ML,Not Placed,None,0.0
STU0385,Male,22,BCA,9.34,83.9,77.2,0,6.5,8.6,63,45,No,0,5,2,81.2,Yes,Cloud Computing,Placed,IT Services,3.54
STU0386,Male,21,B.Tech IT,7.2,74.8,84.5,0,6.9,6.5,71,73,No,0,4,3,84.7,Yes,Software Development,Not Placed,None,0.0
STU0387,Female,22,B.Sc Computer Science,7.37,71.4,65.3,0,7.0,4.9,82,68,Yes,3,0,1,95.3,No,Networking,Not Placed,None,0.0
STU0388,Female,21,B.Tech IT,7.94,74.4,74.4,1,5.7,4.0,62,62,Yes,3,0,5,84.2,Yes,Cloud Computing,Placed,Consulting,4.06
STU0389,Male,23,B.Tech CSE,8.97,72.3,59.0,0,7.9,9.0,56,79,Yes,3,0,1,70.4,Yes,Cloud Computing,Placed,IT Services,5.36
STU0390,Male,21,B.Tech CSE,8.38,62.5,81.7,1,7.7,8.0,48,86,No,0,1,4,86.9,Yes,Cloud Computing,Not Placed,None,0.0
STU0391,Male,21,B.Sc Computer Science,8.0,68.9,79.7,0,9.5,7.2,75,39,Yes,1,3,1,78.4,Yes,Networking,Placed,Startup,4.9
STU0392,Female,20,B.Sc Networking,8.04,81.2,79.5,0,9.0,6.4,87,55,Yes,1,4,4,90.9,Yes,Cyber Security,Placed,Startup,6.12
STU0393,Female,21,B.Sc Computer Science,7.69,79.2,74.0,3,5.9,6.3,86,79,Yes,1,0,1,89.6,Yes,Software Development,Not Placed,None,0.0
STU0394,Male,21,B.Sc Networking,8.12,77.7,78.6,1,8.3,5.5,78,57,Yes,3,2,0,95.8,No,Cloud Computing,Not Placed,None,0.0
STU0395,Female,21,B.Sc Data Science,5.5,66.0,91.6,0,5.5,6.5,77,51,No,0,4,4,91.3,No,Data Analytics,Not Placed,None,0.0
STU0396,Male,22,B.Sc Computer Science,7.4,74.2,70.9,0,8.1,3.9,92,82,Yes,4,1,2,92.7,No,AI/ML,Not Placed,None,0.0
STU0397,Male,21,B.Sc Networking,7.86,54.2,75.5,0,6.2,6.0,73,43,No,0,0,4,78.6,Yes,Networking,Placed,IT Services,2.4
STU0398,Female,21,B.Sc Networking,6.67,77.8,62.1,0,5.4,6.6,77,60,No,0,1,3,90.4,Yes,Networking,Not Placed,None,0.0
STU0399,Male,22,B.Tech IT,7.98,90.3,64.4,1,7.4,8.0,64,71,Yes,6,1,1,99.7,Yes,AI/ML,Placed,FinTech,4.5
STU0400,Male,22,B.Tech IT,7.48,61.3,75.1,1,2.7,7.0,49,55,No,0,2,5,78.5,Yes,Cloud Computing,Not Placed,None,0.0
STU0401,Female,21,B.Sc Computer Science,9.14,70.1,86.1,0,4.2,8.3,58,78,No,0,1,3,98.4,No,Software Development,Not Placed,None,0.0
STU0402,Male,21,B.Sc Networking,8.99,79.3,71.2,2,6.7,9.1,68,55,No,0,0,4,79.6,Yes,Networking,Not Placed,None,0.0
STU0403,Male,20,B.Sc Computer Science,7.25,88.5,71.4,0,7.1,8.7,69,89,Yes,4,5,3,77.2,No,AI/ML,Not Placed,None,0.0
STU0404,Male,22,BCA,7.52,71.5,69.5,0,6.4,7.8,95,63,Yes,4,2,3,86.4,Yes,AI/ML,Placed,Consulting,3.97
STU0405,Female,22,B.Tech CSE,7.59,69.1,68.1,0,4.5,7.1,69,76,Yes,4,1,2,89.7,Yes,Cyber Security,Not Placed,None,0.0
STU0406,Male,21,B.Tech IT,7.27,56.3,77.2,0,5.7,5.6,85,78,No,0,4,2,91.3,Yes,Networking,Not Placed,None,0.0
STU0407,Female,22,B.Sc Computer Science,7.82,77.0,57.5,0,7.6,8.2,62,54,No,0,0,3,76.3,Yes,Software Development,Not Placed,None,0.0
STU0408,Female,22,BCA,7.01,96.4,88.1,0,7.9,9.6,64,30,No,0,0,3,87.5,No,Networking,Placed,IT Services,3.09
STU0409,Male,22,B.Sc Data Science,6.69,78.8,66.7,0,7.0,7.6,49,71,Yes,1,3,2,78.5,No,AI/ML,Not Placed,None,0.0
STU0410,Female,22,B.Sc Computer Science,8.18,75.8,81.9,0,8.9,10.0,58,66,Yes,4,1,3,72.1,Yes,AI/ML,Placed,Consulting,6.14
STU0411,Female,21,B.Tech CSE,8.19,79.2,60.0,1,7.6,4.8,75,74,No,0,3,3,76.6,Yes,Software Development,Not Placed,None,0.0
STU0412,Male,21,B.Sc Networking,6.97,75.9,81.4,0,5.8,5.4,68,61,Yes,6,1,1,78.0,Yes,Data Analytics,Not Placed,None,0.0
STU0413,Male,21,B.Sc Computer Science,8.41,67.9,81.4,0,6.6,8.4,81,58,No,0,0,2,88.2,Yes,Cloud Computing,Not Placed,None,0.0
STU0414,Male,20,B.Sc Networking,7.11,84.2,78.2,1,4.8,7.5,71,99,Yes,4,2,3,93.2,Yes,Software Development,Not Placed,None,0.0
STU0415,Male,22,B.Tech IT,7.87,78.3,63.1,2,6.8,9.1,63,40,Yes,3,0,1,72.2,No,Data Analytics,Not Placed,None,0.0
STU0416,Female,23,B.Sc Data Science,8.35,76.2,76.7,2,8.8,7.1,98,77,Yes,4,3,2,86.8,Yes,Software Development,Placed,Startup,4.59
STU0417,Female,20,B.Sc Computer Science,7.62,66.2,61.0,0,8.1,5.8,67,55,Yes,4,2,1,74.6,Yes,Software Development,Not Placed,None,0.0
STU0418,Female,21,B.Sc Networking,8.04,89.0,71.2,0,9.2,6.8,84,59,Yes,4,4,5,89.0,No,Cloud Computing,Placed,IT Services,5.85
STU0419,Male,21,B.Sc Networking,7.21,82.6,85.3,0,6.5,4.8,62,60,Yes,2,3,4,79.0,Yes,Cyber Security,Not Placed,None,0.0
STU0420,Male,23,B.Sc Computer Science,7.48,70.5,82.8,0,9.2,5.4,78,51,Yes,6,0,1,75.6,Yes,AI/ML,Not Placed,None,0.0
STU0421,Male,21,B.Sc Networking,7.48,86.0,74.2,2,6.7,8.6,81,75,Yes,2,3,0,90.4,Yes,AI/ML,Not Placed,None,0.0
STU0422,Male,21,B.Sc Networking,7.02,71.0,63.3,0,9.4,8.4,71,89,Yes,1,2,4,79.3,Yes,Data Analytics,Placed,IT Services,4.77
STU0423,Female,20,B.Tech CSE,7.5,68.2,81.1,0,7.0,7.6,35,73,No,0,2,3,81.5,Yes,Software Development,Not Placed,None,0.0
STU0424,Male,21,B.Sc Computer Science,6.33,68.4,74.2,0,8.1,4.5,68,67,Yes,4,3,4,66.2,Yes,Networking,Not Placed,None,0.0
STU0425,Female,24,BCA,7.23,58.3,48.5,0,9.4,6.6,85,48,No,0,2,5,91.6,No,AI/ML,Placed,Product Company,4.01
STU0426,Male,23,B.Sc Data Science,7.41,80.7,82.6,1,6.7,5.3,75,74,No,0,1,3,90.6,No,Software Development,Not Placed,None,0.0
STU0427,Female,20,B.Sc Networking,7.43,57.7,73.7,0,7.3,8.9,74,100,No,0,2,2,84.0,No,Data Analytics,Not Placed,None,0.0
STU0428,Male,23,B.Sc Data Science,7.44,63.7,87.2,0,9.1,6.2,44,59,No,0,1,4,71.8,Yes,Data Analytics,Not Placed,None,0.0
STU0429,Female,22,BCA,7.6,55.2,62.0,0,6.8,5.5,58,59,Yes,6,0,5,93.7,No,Cyber Security,Not Placed,None,0.0
STU0430,Female,22,B.Sc Data Science,8.06,75.1,45.0,0,4.9,7.1,74,55,No,0,2,3,78.7,Yes,Cloud Computing,Placed,Startup,3.98
STU0431,Female,21,B.Tech IT,8.39,74.5,77.1,0,10.0,6.1,74,57,No,0,1,3,80.4,Yes,Networking,Not Placed,None,0.0
STU0432,Male,21,B.Tech CSE,7.1,72.7,77.2,0,6.2,9.3,85,20,No,0,0,2,100.0,Yes,Data Analytics,Not Placed,None,0.0
STU0433,Male,21,B.Sc Data Science,6.63,65.6,55.4,0,7.3,6.0,66,72,Yes,3,0,2,78.4,Yes,AI/ML,Not Placed,None,0.0
STU0434,Female,22,BCA,6.76,64.3,63.2,0,8.8,5.0,74,51,Yes,3,2,4,89.9,Yes,Data Analytics,Placed,IT Services,4.23
STU0435,Female,21,B.Sc Data Science,7.24,80.6,98.0,2,6.0,3.9,68,38,Yes,2,1,5,88.5,Yes,Software Development,Not Placed,None,0.0
STU0436,Male,20,B.Sc Computer Science,7.35,70.5,70.6,2,5.4,7.1,54,78,No,0,3,3,87.1,No,Software Development,Not Placed,None,0.0
STU0437,Female,21,B.Sc Computer Science,7.0,79.2,82.0,2,7.4,6.3,36,47,No,0,1,4,86.3,Yes,Data Analytics,Not Placed,None,0.0
STU0438,Male,22,B.Sc Computer Science,6.55,67.1,66.8,0,4.1,5.0,74,59,Yes,2,2,2,87.0,No,Data Analytics,Not Placed,None,0.0
STU0439,Male,21,B.Tech IT,7.26,77.8,51.0,0,6.5,8.9,70,90,Yes,2,1,2,86.2,Yes,Data Analytics,Placed,IT Services,2.76
STU0440,Female,22,B.Sc Networking,7.8,89.0,72.1,0,7.4,8.1,59,41,No,0,2,3,83.6,Yes,Networking,Placed,FinTech,3.96
STU0441,Female,23,B.Tech IT,8.16,81.9,71.1,1,6.6,7.1,45,39,Yes,4,1,2,96.1,Yes,AI/ML,Placed,IT Services,4.84
STU0442,Male,21,B.Tech IT,7.18,71.9,69.6,3,4.5,9.1,77,70,No,0,5,3,73.5,Yes,Software Development,Not Placed,None,0.0
STU0443,Female,22,B.Tech CSE,7.3,78.6,72.7,1,9.6,8.1,64,85,No,0,4,2,92.2,Yes,Cyber Security,Not Placed,None,0.0
STU0444,Female,21,B.Tech CSE,6.86,73.6,76.9,0,7.2,5.9,76,38,Yes,3,3,4,90.6,Yes,Networking,Not Placed,None,0.0
STU0445,Male,22,B.Sc Computer Science,7.62,76.1,72.3,2,9.3,5.5,94,72,No,0,4,4,89.6,Yes,Software Development,Not Placed,None,0.0
STU0446,Male,21,BCA,6.93,72.7,60.1,0,6.6,8.3,38,75,Yes,3,1,3,92.9,Yes,Cyber Security,Not Placed,None,0.0
STU0447,Male,22,BCA,8.14,74.4,79.3,0,5.6,7.7,58,30,Yes,3,2,2,83.3,No,Cloud Computing,Not Placed,None,0.0
STU0448,Male,22,BCA,6.13,78.1,52.6,0,7.4,7.4,65,79,No,0,3,3,69.0,Yes,Software Development,Not Placed,None,0.0
STU0449,Female,23,B.Sc Networking,7.34,66.1,51.4,0,6.7,5.8,88,80,No,0,2,5,83.4,Yes,Software Development,Not Placed,None,0.0
STU0450,Female,22,B.Sc Computer Science,7.91,65.8,82.1,0,5.1,8.0,45,60,Yes,4,4,3,76.1,No,Data Analytics,Not Placed,None,0.0
STU0451,Male,21,BCA,7.81,62.1,79.6,0,9.4,6.0,95,86,Yes,4,2,0,78.1,Yes,Networking,Placed,IT Services,4.86
STU0452,Male,22,B.Sc Data Science,9.8,60.0,73.4,0,6.0,6.9,70,84,Yes,2,5,0,74.1,No,Networking,Not Placed,None,0.0
STU0453,Female,22,B.Tech IT,7.95,63.8,58.7,0,4.1,9.3,67,67,Yes,4,1,2,80.2,No,AI/ML,Not Placed,None,0.0
STU0454,Male,22,B.Sc Computer Science,6.8,77.6,66.2,1,9.1,6.1,65,57,Yes,1,3,2,79.2,No,Software Development,Not Placed,None,0.0
STU0455,Female,20,B.Tech IT,7.57,67.1,71.1,0,6.2,4.7,62,48,Yes,2,2,4,65.0,Yes,Cloud Computing,Placed,Consulting,2.44
STU0456,Male,23,B.Sc Networking,6.14,81.1,56.4,0,6.0,5.5,83,64,Yes,1,2,4,89.6,Yes,Networking,Not Placed,None,0.0
STU0457,Female,22,B.Sc Computer Science,7.58,76.3,65.9,1,4.2,8.6,53,75,Yes,4,1,2,100.0,Yes,AI/ML,Not Placed,None,0.0
STU0458,Female,22,B.Tech IT,6.94,56.3,81.2,2,9.8,7.5,73,59,Yes,4,3,2,88.8,Yes,Networking,Placed,IT Services,3.91
STU0459,Female,21,B.Sc Computer Science,8.43,82.5,89.7,0,4.9,6.9,63,28,No,0,4,2,82.4,Yes,Data Analytics,Placed,IT Services,2.6
STU0460,Female,22,B.Sc Computer Science,7.18,84.1,69.4,0,7.1,6.3,57,87,No,0,1,4,83.6,Yes,Software Development,Not Placed,None,0.0
STU0461,Female,21,B.Sc Data Science,7.55,66.1,82.3,0,8.5,7.8,100,68,Yes,3,2,3,80.6,No,AI/ML,Not Placed,None,0.0
STU0462,Male,22,B.Sc Data Science,7.11,80.2,52.9,0,7.7,5.8,74,59,Yes,3,1,3,84.7,Yes,Data Analytics,Placed,Startup,2.74
STU0463,Male,21,B.Tech IT,9.13,67.4,81.3,0,6.9,7.6,77,80,Yes,2,5,3,83.7,No,Software Development,Placed,IT Services,7.95
STU0464,Male,22,B.Tech IT,7.38,77.0,65.2,1,4.3,6.0,84,91,Yes,3,1,3,77.3,No,Cloud Computing,Not Placed,None,0.0
STU0465,Male,24,B.Tech IT,9.21,63.4,77.4,0,5.7,5.8,48,20,Yes,1,1,2,97.5,Yes,Cyber Security,Not Placed,None,0.0
STU0466,Female,20,BCA,8.34,58.1,71.3,1,7.3,6.1,93,72,No,0,1,2,72.1,Yes,Software Development,Not Placed,None,0.0
STU0467,Female,23,B.Sc Computer Science,8.06,72.2,88.5,1,5.7,6.5,33,41,No,0,2,3,89.7,Yes,AI/ML,Not Placed,None,0.0
STU0468,Male,21,B.Sc Networking,7.96,74.8,64.4,2,7.3,7.0,57,73,No,0,0,3,83.2,No,Software Development,Not Placed,None,0.0
STU0469,Female,22,B.Sc Computer Science,7.98,72.0,80.9,0,8.1,7.5,62,67,Yes,2,2,2,99.2,Yes,Data Analytics,Placed,Consulting,5.22
STU0470,Male,22,B.Tech IT,6.01,64.2,70.9,2,8.5,2.0,76,76,No,0,4,1,86.7,Yes,Cloud Computing,Not Placed,None,0.0
STU0471,Female,22,BCA,7.41,72.0,72.3,0,5.0,5.9,71,57,No,0,3,2,81.1,Yes,Data Analytics,Not Placed,None,0.0
STU0472,Male,22,B.Sc Data Science,8.37,78.7,72.0,0,10.0,6.5,66,33,Yes,2,0,3,82.0,No,Software Development,Not Placed,None,0.0
STU0473,Female,22,B.Sc Data Science,7.61,75.6,64.7,0,8.2,9.4,68,57,Yes,2,5,3,84.3,No,Software Development,Placed,Startup,3.77
STU0474,Male,21,B.Tech CSE,6.46,77.8,73.8,0,7.0,5.5,54,72,Yes,2,2,5,74.9,Yes,Cloud Computing,Not Placed,None,0.0
STU0475,Male,21,B.Tech IT,7.61,69.3,73.3,1,8.7,7.3,47,82,Yes,3,0,0,77.9,Yes,Cloud Computing,Not Placed,None,0.0
STU0476,Male,22,B.Tech CSE,9.1,87.7,76.7,0,10.0,9.3,78,45,No,0,0,2,69.7,Yes,Networking,Not Placed,None,0.0
STU0477,Female,22,B.Sc Networking,8.71,64.2,74.9,0,4.7,5.1,78,82,Yes,4,0,2,76.6,Yes,Networking,Placed,IT Services,5.51
STU0478,Male,22,B.Tech CSE,7.6,80.9,82.8,0,6.6,7.7,90,54,Yes,3,3,3,84.8,No,AI/ML,Not Placed,None,0.0
STU0479,Male,22,B.Sc Networking,8.46,87.8,84.2,0,3.2,5.9,57,71,Yes,2,0,3,86.4,No,Software Development,Not Placed,None,0.0
STU0480,Male,21,B.Tech CSE,7.34,80.8,62.4,0,7.3,6.3,78,56,Yes,1,1,4,68.2,No,Data Analytics,Not Placed,None,0.0
STU0481,Male,22,BCA,6.2,74.0,83.6,1,7.6,5.9,64,68,No,0,3,2,82.9,Yes,Cloud Computing,Not Placed,None,0.0
STU0482,Male,21,B.Tech CSE,6.86,70.7,61.0,0,6.9,6.0,85,80,Yes,1,2,3,88.5,Yes,Software Development,Not Placed,None,0.0
STU0483,Female,22,B.Sc Data Science,8.98,86.4,80.5,0,6.0,10.0,82,44,No,0,3,4,82.7,Yes,Software Development,Placed,IT Services,4.94
STU0484,Male,20,B.Sc Networking,7.42,61.8,80.8,0,3.7,8.4,71,53,Yes,1,3,5,78.9,Yes,AI/ML,Not Placed,None,0.0
STU0485,Male,21,B.Sc Computer Science,7.44,66.3,53.0,0,7.6,8.8,63,68,Yes,3,0,5,80.7,Yes,Cyber Security,Not Placed,None,0.0
STU0486,Male,21,B.Sc Data Science,7.4,72.0,75.0,0,9.3,7.8,81,100,Yes,3,4,4,79.7,No,Software Development,Placed,IT Services,5.74
STU0487,Female,21,B.Sc Computer Science,9.27,88.4,68.8,0,6.1,4.7,77,50,No,0,1,4,78.9,Yes,Cyber Security,Not Placed,None,0.0
STU0488,Female,22,B.Tech CSE,9.03,79.8,65.7,2,7.7,7.7,58,100,Yes,4,2,2,85.4,No,Networking,Placed,Startup,6.05
STU0489,Male,21,B.Tech IT,9.54,66.3,88.9,0,4.5,8.7,49,99,Yes,2,2,2,100.0,Yes,Software Development,Placed,Startup,6.05
STU0490,Male,21,B.Sc Computer Science,7.51,72.9,66.8,0,7.7,5.8,64,63,Yes,2,0,0,78.1,Yes,Cloud Computing,Not Placed,None,0.0
STU0491,Female,21,BCA,7.9,69.9,65.1,0,6.4,8.5,89,60,Yes,2,5,3,81.5,Yes,Software Development,Placed,Product Company,5.07
STU0492,Male,21,BCA,6.36,68.9,74.8,1,5.8,8.2,84,53,No,0,2,5,83.6,Yes,Networking,Not Placed,None,0.0
STU0493,Female,21,B.Tech CSE,8.91,85.8,81.5,0,5.8,9.9,52,64,Yes,2,0,2,78.5,Yes,Data Analytics,Not Placed,None,0.0
STU0494,Female,20,B.Sc Computer Science,6.66,62.3,72.4,0,6.4,6.5,52,41,Yes,2,4,3,92.8,No,Software Development,Not Placed,None,0.0
STU0495,Female,22,B.Tech IT,7.83,92.1,86.8,1,7.6,5.5,86,64,Yes,1,2,4,65.0,Yes,Data Analytics,Not Placed,None,0.0
STU0496,Female,22,B.Sc Computer Science,6.72,84.3,79.8,0,4.9,6.6,52,90,No,0,2,5,79.8,No,Software Development,Not Placed,None,0.0
STU0497,Male,22,B.Tech IT,7.15,86.9,50.0,0,6.4,9.3,75,55,Yes,2,2,3,90.5,No,Cloud Computing,Not Placed,None,0.0
STU0498,Female,21,B.Tech CSE,6.94,71.4,68.2,0,6.9,4.4,59,61,No,0,3,5,81.6,Yes,Data Analytics,Placed,IT Services,4.1
STU0499,Male,21,B.Sc Data Science,7.13,74.5,67.8,0,5.2,4.0,91,36,No,0,0,2,77.4,No,Cyber Security,Not Placed,None,0.0
STU0500,Male,22,B.Sc Computer Science,7.19,61.7,79.3,0,9.9,7.2,57,71,Yes,6,1,2,87.5,Yes,AI/ML,Placed,Product Company,4.56
STU0501,Male,21,B.Tech CSE,7.18,70.8,45.1,0,5.6,6.4,84,69,Yes,2,1,3,91.3,No,Software Development,Placed,IT Services,3.45
STU0502,Male,21,B.Tech CSE,8.36,80.9,98.0,0,5.9,7.1,71,66,Yes,3,0,2,85.7,Yes,Data Analytics,Placed,FinTech,4.56
STU0503,Female,20,B.Tech IT,6.71,89.0,79.8,0,5.4,8.5,72,61,No,0,2,0,77.6,Yes,Data Analytics,Not Placed,None,0.0
STU0504,Male,21,B.Sc Data Science,7.84,64.9,75.6,0,9.9,6.3,40,60,Yes,2,1,4,87.6,Yes,Cloud Computing,Placed,Product Company,3.59
STU0505,Male,21,BCA,8.69,72.3,87.0,2,7.9,4.3,37,74,Yes,2,1,4,80.8,Yes,Cloud Computing,Not Placed,None,0.0
STU0506,Female,21,B.Sc Networking,7.21,74.5,98.0,1,5.5,10.0,65,65,No,0,0,4,90.0,No,Cloud Computing,Not Placed,None,0.0
STU0507,Male,22,B.Tech CSE,7.04,62.0,83.6,1,8.8,5.6,71,70,Yes,6,2,2,95.9,No,Networking,Not Placed,None,0.0
STU0508,Male,22,B.Sc Computer Science,7.45,81.9,84.4,0,7.3,5.5,52,69,Yes,1,3,3,63.2,No,Software Development,Not Placed,None,0.0
STU0509,Male,22,B.Tech CSE,8.65,68.8,75.4,0,7.4,8.8,53,84,Yes,2,1,2,84.9,Yes,AI/ML,Placed,IT Services,5.16
STU0510,Male,22,B.Sc Data Science,7.81,74.0,72.4,0,6.4,6.5,76,77,Yes,3,2,0,70.1,Yes,Software Development,Not Placed,None,0.0
STU0511,Male,22,B.Sc Networking,7.2,71.5,68.8,0,5.8,7.0,76,68,Yes,2,1,3,100.0,Yes,Data Analytics,Placed,IT Services,2.99
STU0512,Female,22,B.Sc Data Science,8.06,68.1,64.9,3,7.5,7.8,66,91,Yes,2,2,1,80.3,Yes,Data Analytics,Placed,IT Services,3.23
STU0513,Male,23,B.Sc Computer Science,6.71,75.9,66.4,0,6.1,8.7,79,72,No,0,0,1,90.0,Yes,Networking,Placed,IT Services,3.45
STU0514,Male,20,B.Tech IT,8.23,73.8,59.1,0,9.9,6.6,52,87,Yes,3,2,4,83.7,Yes,Cloud Computing,Placed,FinTech,6.55
STU0515,Female,21,B.Tech IT,8.0,72.3,73.2,0,5.0,9.4,63,75,No,0,2,0,77.6,Yes,Software Development,Placed,Product Company,5.76
STU0516,Female,20,B.Sc Data Science,7.39,68.7,55.5,0,9.5,3.9,91,34,No,0,4,5,76.6,Yes,Data Analytics,Not Placed,None,0.0
STU0517,Female,22,B.Sc Networking,6.94,79.2,76.1,0,6.8,8.2,69,87,Yes,1,1,3,96.7,Yes,AI/ML,Not Placed,None,0.0
STU0518,Male,23,B.Sc Computer Science,6.9,92.5,73.6,0,7.5,5.8,70,67,No,0,3,5,91.6,Yes,Software Development,Placed,Startup,2.41
STU0519,Male,21,B.Tech CSE,8.1,77.4,75.6,0,8.3,9.2,100,64,Yes,6,2,1,99.5,No,AI/ML,Placed,Startup,3.83
